sample_id,scene_type,subscene_type,input_path,input_data,audio_info,language,metadata,scenario,subscenario,capability_chain,task_types,reference_annotation,reference_text,system_output,system_output_text,cer,cer_status,source_id,source_sha256,result_id
SYN-0085,短语音/录音转写,普通话口述,inputs/SYN-0085.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0085.json"",""source_id"":""synthetic://SYN-0085.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""普通话口述"",""fixture_variant"":""clean_mandarin"",""dialogue_turns"":""-""}","{""duration_ms"":1500,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C01"",""source_sha256"":""453e6c27b8b95bdf6f36696d7b024127b1c8fc4e56f33f3b37f0716d4b750ce9"",""fixture_variant"":""clean_mandarin""}",短语音/录音转写,普通话口述,C01,语音识别,"{""transcript"":""请把会议室的投影仪关闭"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",请把会议室的投影仪关闭,"{""transcript"":""请把会议室的投影仪关闭"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0085""}",请把会议室的投影仪关闭,0.000000,通过,synthetic://SYN-0085.wav,453e6c27b8b95bdf6f36696d7b024127b1c8fc4e56f33f3b37f0716d4b750ce9,SYN-0085
SYN-0086,短语音/录音转写,噪声/数字英文混合,inputs/SYN-0086.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0086.json"",""source_id"":""synthetic://SYN-0086.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""噪声/数字英文混合"",""fixture_variant"":""noise_mixed_alphanumeric"",""dialogue_turns"":""-""}","{""duration_ms"":1600,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""noise"",""mixed_alphanumeric""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C01"",""source_sha256"":""b31067465c2e31508de5a7ab17d331f41d9d851f9a3943d537440f45b79381df"",""fixture_variant"":""noise_mixed_alphanumeric""}",短语音/录音转写,噪声/数字英文混合,C01,语音识别,"{""transcript"":""请在 5 分钟后提醒我检查 API"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",请在 5 分钟后提醒我检查 API,"{""transcript"":""请在 5 分钟后提醒我检查 AP"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0086""}",请在 5 分钟后提醒我检查 AP,0.071429,通过,synthetic://SYN-0086.wav,b31067465c2e31508de5a7ab17d331f41d9d851f9a3943d537440f45b79381df,SYN-0086
SYN-0087,会议/办公语音翻译,短句语翻,inputs/SYN-0087.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0087.json"",""source_id"":""synthetic://SYN-0087.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""短句语翻"",""fixture_variant"":""short_translation"",""dialogue_turns"":""-""}","{""duration_ms"":1700,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C02"",""source_sha256"":""56b5f31df49d566690ff0fd044d9196c159aab56fa483993703a8aaf0ad5a453"",""fixture_variant"":""short_translation""}",会议/办公语音翻译,短句语翻,C02,语音识别|机器翻译,"{""transcript"":""打开会议链接"",""translation"":""Open the meeting link"",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",打开会议链接,"{""transcript"":""打开会议"",""translation"":""Open the meeting link"",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0087""}",打开会议,0.333333,失败,synthetic://SYN-0087.wav,56b5f31df49d566690ff0fd044d9196c159aab56fa483993703a8aaf0ad5a453,SYN-0087
SYN-0088,会议/办公语音翻译,长句/上下文翻译,inputs/SYN-0088.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0088.json"",""source_id"":""synthetic://SYN-0088.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""长句/上下文翻译"",""fixture_variant"":""long_context_translation"",""dialogue_turns"":[{""轮次"":1,""角色"":""主持人"",""内容"":""上下文：测试环境排障""},{""轮次"":2,""角色"":""用户"",""内容"":""如果测试环境的登录仍然失败，请把复现步骤和最近一次成功登录的时间一起写入缺陷单。""}]}","{""duration_ms"":1800,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C02"",""source_sha256"":""650a2894ef2432e932adf88f2a7addbfcc15406888acbece75ecca0056761b32"",""fixture_variant"":""long_context_translation""}",会议/办公语音翻译,长句/上下文翻译,C02,语音识别|机器翻译,"{""transcript"":""如果测试环境的登录仍然失败，请把复现步骤和最近一次成功登录的时间一起写入缺陷单。"",""translation"":""If login to the test environment still fails, put the reproduction steps and the time of the most recent successful login in the defect ticket."",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""测试环境排障"",""annotation_version"":""fixture-2.0""}",如果测试环境的登录仍然失败，请把复现步骤和最近一次成功登录的时间一起写入缺陷单。,"{""transcript"":""如果"",""translation"":""If login to the test environment still fails, put the reproduction steps and the time of the most recent successful login in the defect ticket."",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0088""}",如果,0.947368,失败,synthetic://SYN-0088.wav,650a2894ef2432e932adf88f2a7addbfcc15406888acbece75ecca0056761b32,SYN-0088
SYN-0089,车载/语音助手交互,设备控制,inputs/SYN-0089.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0089.json"",""source_id"":""synthetic://SYN-0089.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""设备控制"",""fixture_variant"":""device_control"",""dialogue_turns"":""-""}","{""duration_ms"":1900,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C03"",""source_sha256"":""b3711cb0670288071655600c10a09bb6af1b070d591525d933d46084977587b0"",""fixture_variant"":""device_control""}",车载/语音助手交互,设备控制,C03,语音识别|语义理解|对话生成,"{""transcript"":""把餐厅灯带亮度调到百分之六十"",""translation"":""-"",""intent"":""设备控制"",""slots"":{""设备"":""灯带"",""位置"":""餐厅"",""亮度"":60},""expected_action"":""set_brightness"",""expected_reply"":""餐厅灯带亮度已调到60%"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",把餐厅灯带亮度调到百分之六十,"{""transcript"":""把餐厅灯带亮度调到百分之六十"",""translation"":""-"",""intent"":""设备控制"",""slots"":{""设备"":""灯带"",""位置"":""餐厅"",""亮度"":60},""action"":""set_brightness"",""reply"":""餐厅灯带亮度已调到60%"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0089""}",把餐厅灯带亮度调到百分之六十,0.000000,通过,synthetic://SYN-0089.wav,b3711cb0670288071655600c10a09bb6af1b070d591525d933d46084977587b0,SYN-0089
SYN-0090,车载/语音助手交互,信息查询/多轮任务,inputs/SYN-0090.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0090.json"",""source_id"":""synthetic://SYN-0090.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""信息查询/多轮任务"",""fixture_variant"":""multi_turn_query"",""dialogue_turns"":[{""轮次"":1,""角色"":""用户"",""内容"":""我想了解合肥的安排。""},{""轮次"":2,""角色"":""系统"",""内容"":""好的，请问你想查询什么？""},{""轮次"":3,""角色"":""用户"",""内容"":""请查询今天合肥的待办信息""}]}","{""duration_ms"":2000,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C03"",""source_sha256"":""59770aa47237b021d1e56bb143c53136a0eafc33faabbca3442bd95eaf076e50"",""fixture_variant"":""multi_turn_query""}",车载/语音助手交互,信息查询/多轮任务,C03,语音识别|语义理解|对话生成,"{""transcript"":""请查询今天合肥的待办信息"",""translation"":""-"",""intent"":""信息查询"",""slots"":{""地点"":""合肥"",""日期"":""今天""},""expected_action"":""query_todos"",""expected_reply"":""合肥今天还有六项待办事项"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",请查询今天合肥的待办信息,"{""transcript"":""请查询今天合肥的待办信"",""translation"":""-"",""intent"":""信息查询"",""slots"":{""地点"":""合肥"",""日期"":""今天""},""action"":""query_todos"",""reply"":""合肥今天还有六项待办事项"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0090""}",请查询今天合肥的待办信,0.083333,通过,synthetic://SYN-0090.wav,59770aa47237b021d1e56bb143c53136a0eafc33faabbca3442bd95eaf076e50,SYN-0090
SYN-0091,短语音/录音转写,普通话口述,inputs/SYN-0091.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0091.json"",""source_id"":""synthetic://SYN-0091.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""普通话口述"",""fixture_variant"":""clean_mandarin"",""dialogue_turns"":""-""}","{""duration_ms"":1200,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C01"",""source_sha256"":""3f69ca137fb13c7e0071a5592eb27557847ceeef63d8d1f2a507552e3ff3fa95"",""fixture_variant"":""clean_mandarin""}",短语音/录音转写,普通话口述,C01,语音识别,"{""transcript"":""把采购申请单发送给财务部门"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",把采购申请单发送给财务部门,"{""transcript"":""把采购申请单发送给财务"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0091""}",把采购申请单发送给财务,0.153846,需关注,synthetic://SYN-0091.wav,3f69ca137fb13c7e0071a5592eb27557847ceeef63d8d1f2a507552e3ff3fa95,SYN-0091
SYN-0092,短语音/录音转写,噪声/数字英文混合,inputs/SYN-0092.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0092.json"",""source_id"":""synthetic://SYN-0092.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""噪声/数字英文混合"",""fixture_variant"":""noise_mixed_alphanumeric"",""dialogue_turns"":""-""}","{""duration_ms"":1300,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""noise"",""mixed_alphanumeric""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C01"",""source_sha256"":""49ab89fd0b8bb917ffd33cc71fc18c553df49105b7d9d678536b7a8523c59a33"",""fixture_variant"":""noise_mixed_alphanumeric""}",短语音/录音转写,噪声/数字英文混合,C01,语音识别,"{""transcript"":""工单 TCK-7788 的优先级设为 P1"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",工单 TCK-7788 的优先级设为 P1,"{""transcript"":""工单"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0092""}",工单,0.882353,失败,synthetic://SYN-0092.wav,49ab89fd0b8bb917ffd33cc71fc18c553df49105b7d9d678536b7a8523c59a33,SYN-0092
SYN-0093,会议/办公语音翻译,短句语翻,inputs/SYN-0093.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0093.json"",""source_id"":""synthetic://SYN-0093.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""短句语翻"",""fixture_variant"":""short_translation"",""dialogue_turns"":""-""}","{""duration_ms"":1400,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C02"",""source_sha256"":""2eea299da2e29714d5bb9e18b265902768bd1d34f5204a2f538e93dbeb3a4925"",""fixture_variant"":""short_translation""}",会议/办公语音翻译,短句语翻,C02,语音识别|机器翻译,"{""transcript"":""把摘要复制到剪贴板"",""translation"":""Copy the summary to the clipboard"",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",把摘要复制到剪贴板,"{""transcript"":""把摘要复制到剪贴板"",""translation"":""Copy the summary to the clipboard"",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0093""}",把摘要复制到剪贴板,0.000000,通过,synthetic://SYN-0093.wav,2eea299da2e29714d5bb9e18b265902768bd1d34f5204a2f538e93dbeb3a4925,SYN-0093
SYN-0094,会议/办公语音翻译,长句/上下文翻译,inputs/SYN-0094.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0094.json"",""source_id"":""synthetic://SYN-0094.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""长句/上下文翻译"",""fixture_variant"":""long_context_translation"",""dialogue_turns"":[{""轮次"":1,""角色"":""主持人"",""内容"":""上下文：值班安排同步""},{""轮次"":2,""角色"":""用户"",""内容"":""请把本周的值班安排翻译给海外团队，并特别标出周末负责处理紧急故障的联系人。""}]}","{""duration_ms"":1500,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C02"",""source_sha256"":""476dfe4d438ea286271524cd3dad1174cb1b77986c21e11584abde51a911076f"",""fixture_variant"":""long_context_translation""}",会议/办公语音翻译,长句/上下文翻译,C02,语音识别|机器翻译,"{""transcript"":""请把本周的值班安排翻译给海外团队，并特别标出周末负责处理紧急故障的联系人。"",""translation"":""Translate this week's duty roster for the overseas team and specifically mark the contact responsible for urgent incidents on the weekend."",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""值班安排同步"",""annotation_version"":""fixture-2.0""}",请把本周的值班安排翻译给海外团队，并特别标出周末负责处理紧急故障的联系人。,"{""transcript"":""请把本周的值班安排翻译给海外团队，并特别标出周末负责处理紧急故障的联系人"",""translation"":""Translate this week's duty roster for the overseas team and specifically mark the contact responsible for urgent incidents on the weekend."",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0094""}",请把本周的值班安排翻译给海外团队，并特别标出周末负责处理紧急故障的联系人,0.000000,通过,synthetic://SYN-0094.wav,476dfe4d438ea286271524cd3dad1174cb1b77986c21e11584abde51a911076f,SYN-0094
SYN-0095,车载/语音助手交互,设备控制,inputs/SYN-0095.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0095.json"",""source_id"":""synthetic://SYN-0095.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""设备控制"",""fixture_variant"":""device_control"",""dialogue_turns"":""-""}","{""duration_ms"":1600,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C03"",""source_sha256"":""4861f00f47623adc44829c0bf23ea4fc71c98cf680c322147e45bce95e1995ae"",""fixture_variant"":""device_control""}",车载/语音助手交互,设备控制,C03,语音识别|语义理解|对话生成,"{""transcript"":""打开主卧窗户"",""translation"":""-"",""intent"":""设备控制"",""slots"":{""设备"":""窗户"",""位置"":""主卧""},""expected_action"":""open"",""expected_reply"":""已打开主卧窗户"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",打开主卧窗户,"{""transcript"":""打开主卧"",""translation"":""-"",""intent"":""设备控制"",""slots"":{""设备"":""窗户"",""位置"":""主卧""},""action"":""open"",""reply"":""已打开主卧窗户"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0095""}",打开主卧,0.333333,失败,synthetic://SYN-0095.wav,4861f00f47623adc44829c0bf23ea4fc71c98cf680c322147e45bce95e1995ae,SYN-0095
SYN-0096,车载/语音助手交互,信息查询/多轮任务,inputs/SYN-0096.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0096.json"",""source_id"":""synthetic://SYN-0096.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""信息查询/多轮任务"",""fixture_variant"":""multi_turn_query"",""dialogue_turns"":[{""轮次"":1,""角色"":""用户"",""内容"":""我想了解济南的安排。""},{""轮次"":2,""角色"":""系统"",""内容"":""好的，请问你想查询什么？""},{""轮次"":3,""角色"":""用户"",""内容"":""请查询下周三济南的汇率信息""}]}","{""duration_ms"":1700,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C03"",""source_sha256"":""f743c641efb9ca9a18be52077e430d6ccced13bb16f7f2085546e0ae85719723"",""fixture_variant"":""multi_turn_query""}",车载/语音助手交互,信息查询/多轮任务,C03,语音识别|语义理解|对话生成,"{""transcript"":""请查询下周三济南的汇率信息"",""translation"":""-"",""intent"":""信息查询"",""slots"":{""地点"":""济南"",""日期"":""下周三""},""expected_action"":""query_exchange_rate"",""expected_reply"":""济南下周三记录的美元汇率为7.12"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",请查询下周三济南的汇率信息,"{""transcript"":""请查"",""translation"":""-"",""intent"":""信息查询"",""slots"":{""地点"":""济南"",""日期"":""下周三""},""action"":""query_exchange_rate"",""reply"":""济南下周三记录的美元汇率为7.12"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0096""}",请查,0.846154,失败,synthetic://SYN-0096.wav,f743c641efb9ca9a18be52077e430d6ccced13bb16f7f2085546e0ae85719723,SYN-0096
SYN-0097,短语音/录音转写,普通话口述,inputs/SYN-0097.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0097.json"",""source_id"":""synthetic://SYN-0097.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""普通话口述"",""fixture_variant"":""clean_mandarin"",""dialogue_turns"":""-""}","{""duration_ms"":1800,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C01"",""source_sha256"":""ad730739cba1a3ae4d5e4e3908116982a6a7592a317f8db8192a1ff231e5d75b"",""fixture_variant"":""clean_mandarin""}",短语音/录音转写,普通话口述,C01,语音识别,"{""transcript"":""帮我查找上个月的出差报销单"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",帮我查找上个月的出差报销单,"{""transcript"":""帮我查找上个月的出差报销单"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0097""}",帮我查找上个月的出差报销单,0.000000,通过,synthetic://SYN-0097.wav,ad730739cba1a3ae4d5e4e3908116982a6a7592a317f8db8192a1ff231e5d75b,SYN-0097
SYN-0098,短语音/录音转写,噪声/数字英文混合,inputs/SYN-0098.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0098.json"",""source_id"":""synthetic://SYN-0098.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""噪声/数字英文混合"",""fixture_variant"":""noise_mixed_alphanumeric"",""dialogue_turns"":""-""}","{""duration_ms"":1900,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""noise"",""mixed_alphanumeric""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C01"",""source_sha256"":""b08ef63d8cb54af3ff47bcbc77166891b2849c8713ca4d15c9c26bad9baf94f4"",""fixture_variant"":""noise_mixed_alphanumeric""}",短语音/录音转写,噪声/数字英文混合,C01,语音识别,"{""transcript"":""把油价记录为每升 8.19 元"",""translation"":""-"",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",把油价记录为每升 8.19 元,"{""transcript"":""把油价记录为每升 8.19 "",""translation"":""-"",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0098""}",把油价记录为每升 8.19 ,0.083333,通过,synthetic://SYN-0098.wav,b08ef63d8cb54af3ff47bcbc77166891b2849c8713ca4d15c9c26bad9baf94f4,SYN-0098
SYN-0099,会议/办公语音翻译,短句语翻,inputs/SYN-0099.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0099.json"",""source_id"":""synthetic://SYN-0099.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""短句语翻"",""fixture_variant"":""short_translation"",""dialogue_turns"":""-""}","{""duration_ms"":2000,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C02"",""source_sha256"":""ec45e6ba50f39b444cd2ce94b20f7ccae03c208edae817f70bf2acc505a48b0b"",""fixture_variant"":""short_translation""}",会议/办公语音翻译,短句语翻,C02,语音识别|机器翻译,"{""transcript"":""查找负责人的邮箱"",""translation"":""Find the owner's email address"",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""-"",""annotation_version"":""fixture-2.0""}",查找负责人的邮箱,"{""transcript"":""查找负责人的"",""translation"":""Find the owner's email address"",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0099""}",查找负责人的,0.250000,失败,synthetic://SYN-0099.wav,ec45e6ba50f39b444cd2ce94b20f7ccae03c208edae817f70bf2acc505a48b0b,SYN-0099
SYN-0100,会议/办公语音翻译,长句/上下文翻译,inputs/SYN-0100.json,"{""type"":""synthetic_audio_fixture"",""path"":""inputs/SYN-0100.json"",""source_id"":""synthetic://SYN-0100.wav"",""data_classification"":""synthetic_engineering_validation"",""subscene_type"":""长句/上下文翻译"",""fixture_variant"":""long_context_translation"",""dialogue_turns"":[{""轮次"":1,""角色"":""主持人"",""内容"":""上下文：报销审核规则""},{""轮次"":2,""角色"":""用户"",""内容"":""在提交报销前检查发票抬头和金额是否一致，发现缺少附件时先退回申请而不要直接通过。""}]}","{""duration_ms"":1200,""sample_rate"":16000,""channels"":1,""format"":""wav"",""language"":""普通话"",""speaker_count"":1,""signal_conditions"":[""synthetic"",""clean""]}",普通话,"{""synthetic"":true,""data_classification"":""synthetic_engineering_validation"",""validation_scope"":""synthetic_engineering_validation"",""capability_chain"":""C02"",""source_sha256"":""d7ca1e4f6e767a8b9b455fa8d2fcbdb5bf96ccac4050f5073f2911ac0f57063c"",""fixture_variant"":""long_context_translation""}",会议/办公语音翻译,长句/上下文翻译,C02,语音识别|机器翻译,"{""transcript"":""在提交报销前检查发票抬头和金额是否一致，发现缺少附件时先退回申请而不要直接通过。"",""translation"":""Before submitting reimbursement, check that the invoice title and amount match; if an attachment is missing, return the request instead of approving it directly."",""intent"":""-"",""slots"":""-"",""expected_action"":""-"",""expected_reply"":""-"",""translation_context"":""报销审核规则"",""annotation_version"":""fixture-2.0""}",在提交报销前检查发票抬头和金额是否一致，发现缺少附件时先退回申请而不要直接通过。,"{""transcript"":""在提"",""translation"":""Before submitting reimbursement, check that the invoice title and amount match; if an attachment is missing, return the request instead of approving it directly."",""intent"":""-"",""slots"":""-"",""action"":""-"",""reply"":""-"",""model_version"":""deterministic-fixture-2.0"",""run_id"":""RUN-SYN-0100""}",在提,0.947368,失败,synthetic://SYN-0100.wav,d7ca1e4f6e767a8b9b455fa8d2fcbdb5bf96ccac4050f5073f2911ac0f57063c,SYN-0100
